emp_no,first_name,last_name,title,from_date,to_date
12411,Shao,Ibel,Staff,1986-08-17,1991-08-17
12413,Hugh,Gadepally,Engineer,1994-03-04,1999-03-04
12415,Uri,Sluis,Staff,1994-10-17,1998-10-10
12421,Toshimi,Gulik,Engineer,1991-10-30,1996-10-29
12422,Berhard,Demos,Staff,1993-06-07,2001-06-07
12427,Zissis,Daescu,Staff,1992-09-09,2000-09-09
12438,Yongmao,Mondadori,Staff,1991-12-20,1999-12-20
12450,Sanjeeva,Perng,Engineer,1992-02-02,1999-02-02
12451,Pramod,Marzano,Senior Engineer,1991-11-26,1995-03-18
12470,Khue,Hinsberger,Engineer,1996-02-29,1998-06-22
12475,Filipe,Roison,Engineer,1987-04-26,1996-04-25
12478,Yahiko,Hopewell,Senior Staff,1997-07-05,1998-12-11
12482,Chandrasekaran,Rijckaert,Engineer,1993-08-12,2001-08-12
12488,Etsuo,Gerteisen,Engineer,1990-04-27,1995-04-27
12490,Jackson,Muchinsky,Engineer,1994-05-09,2000-05-08
12493,Filipp,Menhardt,Senior Engineer,1988-08-08,1988-12-04
12497,Stein,Penz,Staff,1989-09-25,1997-09-25
12499,Izaskun,Lamba,Staff,1990-08-27,1997-08-27
12505,Barton,Goldhammer,Senior Staff,1999-08-24,2002-02-18
12506,Gay,Rodite,Assistant Engineer,1990-08-29,1997-08-29
12509,Rutger,Krzyzanowski,Staff,1991-09-26,1997-09-25
12515,Pranav,Wilharm,Engineer,1994-01-27,2000-01-27
12528,Conor,Cincotta,Staff,1988-09-24,1997-09-24
12537,Avishai,Gonthier,Staff,1992-05-19,2001-05-19
12541,Shih,Nanard,Staff,1988-08-31,1996-08-31
12542,Kazuhide,Bouloucos,Staff,1987-09-12,1993-09-11
12551,Jeane,Tzvieli,Engineer,1987-12-04,1993-12-03
12552,Mechthild,Zongker,Staff,1998-08-22,2000-08-15
12568,Marlo,Boyle,Engineer,1997-04-15,2001-08-12
12571,Abdelaziz,Candan,Assistant Engineer,1997-04-23,2002-04-23
12586,Oguz,Tasistro,Engineer,1994-04-30,2001-04-30
12588,Yagil,Kenevan,Engineer,1997-02-08,2002-02-08
12589,Anoosh,Chleq,Engineer,1988-09-08,1997-09-08
12601,Ghassan,Simkin,Assistant Engineer,1992-07-09,1997-07-09
12608,Nectarios,Mondadori,Staff,1991-02-22,2000-02-22
12617,Shawna,Rusterholz,Staff,1991-03-03,1996-03-02
12623,Raimond,Scharstein,Staff,1991-11-04,2000-11-03
12626,Gill,Comyn,Engineer,1995-09-25,2000-09-24
12630,Sreekrishna,Falco,Staff,1989-06-03,1997-06-03
12635,Xinyu,Restivo,Engineer,1995-02-03,2000-02-03
12636,Yuuichi,Debuse,Staff,1989-10-22,1996-10-22
12637,Poorav,Karner,Senior Staff,1995-11-02,1999-01-08
12639,Zeljko,Schapire,Engineer,1994-05-21,2002-05-21
12642,Suebskul,Gips,Staff,1996-10-28,2001-10-28
12644,Bernt,Jayawardene,Engineer,1989-10-29,1994-10-29
12656,Seshu,Morton,Staff,1994-06-27,2001-06-27
12662,Leucio,Alvarado,Assistant Engineer,1985-08-27,1994-08-27
12665,Amalendu,Lanphier,Staff,1995-06-01,1997-12-14
12678,Carrsten,Borovoy,Engineer,1999-06-26,2000-04-22
12689,Luerbio,Boudaillier,Engineer,1992-11-23,2001-11-23
12691,Oddvar,Gils,Engineer,1992-08-25,1998-08-25
12694,Kazuhira,Luders,Engineer,1995-12-01,1998-05-30
12697,Uri,Brizzi,Staff,1986-07-11,1994-07-11
12709,Ronghao,Botman,Engineer,1995-02-26,2001-02-25
12721,Sajjan,Szilard,Engineer,1994-08-20,2000-12-19
12725,Inderjeet,Flexer,Staff,1994-05-28,1999-05-28
12729,Nahla,Rahier,Engineer,1992-10-15,1997-10-15
12730,Barry,Perl,Technique Leader,1993-07-24,1998-03-24
12746,Heekeun,Lunn,Engineer,1991-07-08,1999-07-08
12753,Kazuhito,Syrotiuk,Engineer,1991-08-26,1999-08-26
12754,Ronnie,Tetzlaff,Engineer,1993-09-17,1998-09-17
12755,Rildo,Rodite,Staff,1987-03-18,1994-03-18
12758,Hauke,Pashtan,Staff,1999-11-19,2002-02-20
12759,LiMin,Kuszyk,Senior Staff,1987-05-31,1996-01-02
12761,Hitofumi,Schaad,Staff,1996-05-06,2002-05-06
12768,Mingdong,Stiles,Engineer,1990-05-09,1992-05-30
12773,Jenwei,Lovengreen,Engineer,1985-03-05,1994-03-05
12775,Mariangiola,Berendt,Assistant Engineer,1991-02-24,1999-02-24
12777,Sreenivas,Cichocki,Staff,1994-08-20,1999-08-20
12790,Gunilla,Perl,Staff,1995-08-08,2000-08-07
12795,Masoud,Fordan,Staff,1988-06-23,1997-06-23
12796,Saniya,Stanfel,Engineer,1992-05-24,2001-05-24
12798,Lillian,Beeson,Staff,1987-12-27,1996-12-26
12803,Gad,Boissier,Staff,1985-03-16,1990-03-16
12814,Jaques,Kohling,Technique Leader,1998-06-07,1998-11-24
12815,Sushant,Junot,Staff,1985-02-27,1993-02-27
12816,Freyja,Ramras,Senior Engineer,1992-04-18,1999-09-08
12819,Mountaz,Gubsky,Engineer,1989-09-09,1996-09-09
12825,Sakthirel,Cannata,Senior Engineer,1992-08-25,1998-01-16
12829,Harngdar,Harbusch,Engineer,1995-07-06,2000-07-05
12831,Maris,Baja,Engineer,1996-08-13,2002-05-30
12843,Yinlin,Heijenga,Engineer,1993-10-23,1998-10-23
12846,Krisda,Cyne,Senior Staff,2000-10-15,2001-01-15
12853,Mang,Brobst,Staff,1987-01-05,1993-01-04
12855,Mabhin,Murrill,Staff,1992-08-12,1997-08-12
12863,Leif,Matheson,Engineer,1985-09-06,1990-09-06
12871,Shay,Zockler,Staff,1992-10-15,1993-09-10
12872,Marl,Schmittgen,Staff,1986-09-09,1993-09-09
12876,Apostol,Goodrum,Engineer,1999-09-01,2000-12-24
12879,Baruch,Eugenio,Engineer,1990-06-11,1995-06-11
12887,Hilari,DuBourdieux,Engineer,1994-09-19,2001-09-19
12888,Martien,Erni,Senior Staff,1992-05-06,1995-04-07
12893,Licheng,Crouzet,Staff,1987-03-18,1995-03-18
12899,Chinho,Sethi,Staff,1989-01-13,1998-01-13
12905,Munehiro,Gecsei,Engineer,1987-07-19,1993-07-18
12915,Arco,Ligten,Staff,1994-04-01,2000-03-31
12922,Jacqueline,Porenta,Senior Staff,1985-11-20,1993-09-16
12923,Chaosheng,Journel,Engineer,1990-01-02,1997-01-02
12926,Heekeun,Luby,Staff,1985-12-24,1992-12-24
12934,Adil,Solares,Engineer,1989-10-15,1996-10-15
12937,Arup,Cincotta,Staff,1991-10-27,1992-12-14
12940,Odinaldo,Farrar,Engineer,1987-12-12,1992-12-11
12941,Tommaso,Perelgut,Engineer,1986-11-06,1995-11-06
12944,Alselm,Benzmuller,Staff,1995-06-25,2001-06-24
12949,Geoff,Asrin,Engineer,1987-02-12,1992-02-12
12951,Mohammad,Keirsey,Senior Staff,1987-09-17,1994-07-27
12962,Paraskevi,Beerel,Staff,1993-10-21,2001-10-21
12969,Mohan,Angot,Staff,1992-02-05,1999-02-05
12972,Juyoung,Azevdeo,Staff,1988-04-03,1990-08-07
12974,Gift,Frolund,Senior Staff,1994-10-24,1994-11-03
12977,Byong,Markovitch,Engineer,1987-08-24,1992-08-23
12981,Maren,Merro,Engineer,1995-02-01,1998-03-16
12982,Sachem,Aamodt,Engineer,1992-01-11,2000-01-11
12984,Atilio,Krohm,Engineer,1993-05-03,1994-03-10
12987,Youngkon,Kading,Engineer,1993-05-03,2001-05-03
13004,Fan,Beznosov,Engineer,1990-05-18,1996-05-17
13012,Florina,Harbusch,Senior Engineer,1987-12-24,2002-05-24
13030,Yahiko,Kroll,Staff,1993-11-25,1999-11-25
13047,Atilio,Chelton,Engineer,1992-02-26,1997-02-25
13049,Fan,Naudin,Staff,1985-10-06,1986-01-08
13052,Aleksandar,Schlenzig,Engineer,1991-07-27,1996-07-26
13054,Samphel,Masamoto,Engineer,1994-12-21,2001-12-21
13062,Xinglin,Baak,Technique Leader,1993-01-08,2000-05-31
13065,Zine,Schiper,Staff,1992-01-27,2001-01-26
13073,Utpal,Journel,Staff,1995-10-25,2001-05-17
13075,Rosella,Morrin,Staff,1986-08-17,1991-08-17
13084,Domenico,Pagter,Staff,1995-03-02,2002-03-02
13087,Gor,Ranft,Senior Engineer,1990-12-07,1998-07-22
13095,Khedija,Cochrane,Staff,1999-05-03,2000-01-06
13096,Ibibia,Armand,Engineer,1994-04-22,2001-04-22
13113,Kwun,Landherr,Staff,1993-01-16,1996-10-07
13126,Parviz,Hennebert,Engineer,1994-03-08,2002-03-08
13133,Guther,Senzako,Staff,1985-09-03,1991-09-03
13134,Lorien,Chepyzhov,Engineer,1987-10-23,1993-10-22
13144,Persi,Nollmann,Staff,1989-06-19,1997-06-19
13147,Shichao,Ginesta,Staff,1993-06-29,1998-06-29
13149,Alejandro,Gill,Assistant Engineer,1992-11-05,1996-02-20
13156,Akeel,Millington,Engineer,1992-08-18,2000-08-18
13161,Manu,Picci,Engineer,1990-01-02,1996-01-02
13165,Lucian,Benner,Engineer,1988-03-16,1995-03-17
13168,Munir,Stentiford,Engineer,1987-09-11,1992-09-10
13170,Cheong,Bernardeschi,Staff,1993-01-09,1998-01-09
13171,Anoosh,Birnbaum,Engineer,1987-08-31,1995-08-31
13173,Arve,Horswill,Staff,1987-09-24,1996-09-23
13175,Yucai,Swick,Engineer,1991-01-20,1998-01-20
13186,Kyoichi,Barbanera,Staff,1986-04-29,1995-04-29
13197,Rosita,Litzler,Staff,1993-09-14,1995-07-31
13200,Weidon,Pauthner,Engineer,1991-08-07,1998-08-07
13202,Aram,Scharstein,Staff,1986-03-29,1992-03-28
13203,Phule,Emmart,Staff,1990-01-12,1995-01-12
13210,Jianhua,Klassen,Staff,1997-07-27,2002-07-27
13213,Hein,Billawala,Staff,1988-08-30,1993-08-30
13221,Premsyl,Famili,Staff,1987-02-27,1993-02-26
13233,Alselm,Chvatal,Engineer,1987-03-31,1995-03-31
13238,Ebru,Foote,Staff,1993-10-10,1998-10-10
13240,King,Pileggi,Engineer,1994-03-10,2001-03-10
13243,Fay,Huxford,Staff,1999-09-18,1999-11-11
13248,Keiichiro,Guting,Staff,1994-06-21,1998-07-22
13249,Oldrich,Rissland,Staff,1992-06-04,1997-09-24
13250,Zeydy,Schusler,Assistant Engineer,1988-10-28,1993-10-28
13261,Martial,Peternell,Staff,1994-07-28,2000-10-12
13263,Subhash,Zockler,Staff,1990-06-17,1998-06-17
13276,Yechiam,Seuren,Staff,1986-03-09,1991-03-09
13282,Cordelia,Macedo,Staff,1989-04-16,1995-04-16
13288,Muneo,Broomell,Staff,1987-04-14,1995-04-14
13291,Georg,Stamatiou,Engineer,1986-10-30,1993-10-30
13299,Guiseppe,Butner,Staff,1997-03-08,1998-09-13
13302,Mack,Alencar,Engineer,1990-09-26,1997-09-26
13305,Bikash,Herath,Senior Staff,1994-07-17,1995-01-19
13315,Sakthirel,Stroustrup,Engineer,1991-06-02,1999-06-02
13320,Gino,Bahr,Engineer,1993-04-10,2002-04-10
13321,Rasikan,Portugali,Engineer,1994-05-14,1994-08-05
13329,Ottavia,Rissland,Senior Staff,1996-02-18,2002-05-30
13332,Nidapan,Pearson,Assistant Engineer,1987-09-24,1992-09-23
13333,Yoshinari,Hennebert,Assistant Engineer,1988-03-23,1996-03-23
13341,Bodh,Doering,Staff,1986-03-11,1992-03-10
13343,Heon,Usery,Staff,1988-07-29,1995-07-30
13346,Francoise,Zastre,Engineer,1993-09-29,2001-09-29
13347,Lein,Sifakis,Engineer,1994-05-25,2000-05-24
13359,Pragnesh,Kragelund,Senior Engineer,1999-05-29,2001-01-01
13373,Juichirou,Naumovich,Staff,1991-08-24,2000-08-23
13379,Kinh,Engelmann,Staff,1995-09-08,2001-09-07
13392,Fumitake,Beidas,Staff,1988-08-26,1993-08-26
13394,Anneke,Lorys,Staff,1995-03-06,2001-03-05
13407,Gio,Chenoweth,Engineer,1992-10-03,2001-10-03
13408,Sreekrishna,Lagarias,Engineer,1995-07-25,2000-07-24
13416,Fox,Billawala,Engineer,1996-04-11,2001-04-11
13417,Dipayan,Condotta,Staff,1990-11-05,1995-11-05
13422,Vishwani,Gerlach,Engineer,1988-01-17,1995-01-17
13436,Mana,Picaronny,Senior Staff,1994-09-20,1995-12-08
13439,Domenick,Ullian,Assistant Engineer,1992-03-25,2000-03-25
13442,Giordano,Miake,Staff,1987-06-16,1994-06-16
13443,Mayuko,Puppo,Engineer,1990-12-26,1996-12-25
13446,Masato,Tramer,Engineer,1993-06-03,1995-04-18
13451,Gretta,Weiland,Staff,1986-08-23,1995-08-23
13457,Shooichi,Parfitt,Engineer,1986-01-18,1991-01-18
13458,Feipei,Nivat,Engineer,1989-03-02,1995-03-02
13460,Yinghua,Gips,Engineer,1993-05-09,1998-05-09
13463,Theron,Berstel,Engineer,1988-01-26,1993-01-25
13475,Kamakshi,Piancastelli,Staff,1993-05-27,2000-05-27
13479,Youjian,Besselaar,Staff,1996-04-25,1996-09-17
13493,Uinam,Jullig,Engineer,1987-09-07,1992-09-06
13504,Parto,Mandell,Assistant Engineer,1986-12-21,1994-12-21
13520,Takahiro,Mahnke,Engineer,1995-11-03,2001-11-02
13521,Jaewoo,Tasistro,Engineer,1988-12-16,1991-02-18
13522,Jaewon,Vingron,Staff,1997-06-01,2002-06-01
13524,Chaoyi,Porotnikoff,Staff,1995-10-28,2000-10-27
13535,Arunas,Schlenzig,Assistant Engineer,1986-05-19,1993-05-19
13539,Cedric,Bala,Engineer,1990-04-02,1997-04-01
13544,Beshir,Sullins,Staff,1992-04-24,1997-04-24
13546,Aimee,Brookner,Engineer,1988-10-26,1997-10-26
13552,Ingmar,Capobianchi,Staff,1985-03-23,1993-03-23
13554,Divine,Birke,Staff,1993-07-04,1999-07-04
13560,Sibyl,Jeong,Assistant Engineer,1986-07-28,1994-07-28
13567,Sudhanshu,Pietracaprina,Senior Staff,1990-05-24,2002-04-01
13571,Eben,Passino,Engineer,1992-06-03,1997-06-03
13576,Jungsoon,Engberts,Staff,1992-08-29,2001-08-29
13578,Tadahiko,Christianini,Technique Leader,1994-05-22,1997-04-13
13586,Abdelwaheb,Klassen,Engineer,1989-07-18,1998-07-18
13596,Georg,Marletta,Engineer,1993-07-24,2002-07-24
13605,Dmitry,Encarnacion,Staff,1985-09-29,1991-09-29
13621,Fei,Haddadi,Assistant Engineer,1987-02-09,1995-02-09
13622,Tamiya,Juneja,Senior Staff,1996-09-06,1998-11-13
13624,Zhigen,Yurek,Staff,1987-05-12,1996-05-11
13629,Dzung,Trelles,Engineer,1987-01-03,1994-01-03
13630,Uzi,Kilgour,Engineer,1990-05-06,1996-04-03
13642,Inderjeet,Luit,Staff,1992-03-04,2000-03-04
13643,Geoff,Chenney,Engineer,1989-07-08,1995-07-08
13651,Stamatina,Plesums,Engineer,1987-09-02,1990-03-31
13653,Kristen,Iivonen,Staff,1991-01-17,2000-01-17
13660,Ziya,McConalogue,Staff,1998-02-18,2002-04-28
13662,Tianruo,Zucker,Staff,1989-02-06,1995-02-06
13673,Kish,Levasseur,Staff,1993-08-17,2000-08-17
13683,Zhilian,Vakili,Engineer,1995-03-09,2000-03-08
13684,Elvia,Christ,Senior Staff,1985-02-06,2002-03-30
13685,Weicheng,Hockney,Engineer,1991-11-29,1999-11-29
13693,Godehard,Merkl,Engineer,1989-04-01,1994-08-09
13698,Domenico,Mitchem,Engineer,1991-03-19,1997-04-20
13704,Vishu,Kumaresan,Engineer,1987-10-01,1995-10-01
13708,Taizo,Bolsens,Engineer,1991-05-10,2000-05-09
13713,Nitsan,Porenta,Staff,1996-06-04,2001-06-04
13721,Sugwoo,Delgrossi,Staff,1995-09-21,2001-09-20
13730,Munehiro,Kalorkoti,Staff,1991-07-20,1999-07-20
13744,Hisao,Quittner,Engineer,1990-12-24,1999-12-24
13745,Ung,Camurati,Engineer,1989-10-23,1995-10-23
13747,Masaru,Capobianchi,Senior Staff,1987-03-06,1987-12-10
13762,Fumino,Choobineh,Staff,1990-05-15,1998-05-15
13768,Sedat,Lovengreen,Staff,1986-11-19,1990-09-18
13775,Arve,Maierhofer,Staff,1987-10-21,1994-10-21
13776,Marjo,Brookner,Staff,1995-03-20,2001-03-19
13786,Takushi,Berendt,Staff,1989-05-19,1995-05-19
13787,Xiaobin,Sinicrope,Engineer,1990-10-30,1996-10-29
13788,Takahira,Furedi,Assistant Engineer,1997-04-03,1997-04-12
13792,Valery,Sury,Staff,1985-07-27,1991-07-27
13795,Mayuri,Gewali,Technique Leader,1986-08-04,1988-03-13
13797,Juyoung,Leonhardt,Staff,1992-04-13,1998-04-13
13798,Khosrow,Tischendorf,Engineer,1991-02-17,1996-02-17
13801,Shih,Mayerwieser,Staff,1999-05-26,1999-06-25
13807,Lenore,Itzigehl,Staff,1993-03-24,1995-05-21
13809,Kiyotoshi,Basagni,Staff,1986-01-12,1991-01-12
13811,Kien,Azadmanesh,Engineer,1989-11-14,1997-11-14
13815,Guadalupe,Plotkin,Engineer,1985-09-09,1993-09-09
13832,Hidefumi,Siepmann,Staff,1993-10-06,1999-05-05
13838,Giao,Stellhorn,Staff,1989-03-01,1995-03-01
13840,Remco,Demke,Engineer,1998-12-12,1999-12-30
13842,Juichirou,Cichocki,Staff,1991-04-21,2000-04-20
13859,Anoosh,Fujisawa,Engineer,1987-08-23,1992-08-22
13863,Reinhard,Baig,Staff,1990-03-23,1999-03-23
13883,Kwangyoen,Barreiro,Senior Engineer,1988-02-23,1991-08-26
13888,Xuedong,Reghbati,Assistant Engineer,1995-03-09,2000-03-08
13894,Ult,Schonegge,Assistant Engineer,1987-11-28,1995-11-28
13897,JoAnna,Hardjono,Engineer,1989-05-18,1996-05-18
13902,Greger,Kilgore,Staff,1999-08-03,2000-07-16
13909,Szabolcs,Leslie,Staff,1994-07-19,1995-09-08
13914,Serge,Albarhamtoshy,Senior Staff,1985-08-07,1989-01-15
13916,Vidya,Wynblatt,Staff,1986-06-06,1995-06-06
13924,Mary,DasSarma,Engineer,1991-11-05,1998-11-05
13928,Mahmut,Nitta,Staff,1993-12-21,2000-12-21
13930,Sukumar,Chartres,Senior Staff,1992-11-26,2000-04-20
13943,Maya,Plump,Staff,1993-02-05,1998-02-05
13946,Atilio,Sgarro,Engineer,1993-04-02,2000-04-02
13951,Mooi,Genther,Staff,1985-12-28,1990-12-28
13979,Turgut,Highland,Senior Engineer,1995-06-08,1997-12-26
13986,Geraldo,Ramsey,Staff,1985-12-03,1989-01-19
13990,Deborah,Schapiro,Assistant Engineer,1988-06-10,1996-06-10
13992,Ulises,Kenevan,Staff,1988-07-27,1994-07-27
13993,Troy,Marciano,Staff,1995-02-15,2000-02-15
13994,Tesuro,Remmele,Staff,1999-05-05,2000-07-15
13996,Adib,Pews,Staff,1999-12-23,2000-04-01
13999,Florian,Crouzet,Staff,1995-02-25,2000-02-25
14001,Mohammad,Wynblatt,Staff,1991-09-19,1999-09-19
14024,Naftali,Lukaszewicz,Engineer,1989-05-03,1998-05-03
14034,Aloys,Seghrouchni,Staff,1985-08-26,1991-08-26
14038,Tokuyasu,Plesums,Engineer,1997-03-02,2002-03-02
14041,Shan,DeMori,Staff,1987-12-22,1995-12-22
14045,Ymte,Alpin,Staff,1993-12-28,1997-08-12
14049,Becky,Pelz,Engineer,1993-11-18,1998-11-18
14058,Huai,Kobara,Engineer,1995-10-20,2000-10-19
14067,Godehard,Trachtenberg,Engineer,1994-02-14,2000-02-14
14076,Erzsebet,Bratsberg,Engineer,1996-01-31,2002-06-15
14077,Wojceich,Standera,Engineer,1989-02-13,1990-09-14
14086,Willard,Syrotiuk,Staff,1993-05-21,2002-05-21
14088,Mori,Leslie,Staff,1987-11-10,1994-11-10
14102,Feixiong,Jording,Engineer,1989-04-03,1991-02-21
14107,Xiahua,Rindone,Staff,1991-12-15,1999-12-15
14109,Vesna,Haldar,Senior Engineer,1999-12-12,2000-01-01
14111,Leszek,Cummings,Staff,1992-09-25,1999-09-26
14113,Along,Herber,Engineer,1985-11-17,1988-01-24
14122,Masato,Erde,Staff,1994-06-05,2000-06-04
14128,Mountaz,Munck,Engineer,1993-03-26,2000-03-26
14139,Sachin,Conry,Engineer,1995-01-07,1996-12-26
14148,Jungsoon,Hartvigsen,Engineer,1991-03-18,1998-03-18
14165,Aloke,Cunliffe,Staff,1989-07-21,1997-07-21
14167,Adas,Hertweck,Engineer,1985-12-01,1994-12-01
14172,Vasilis,Nitsch,Staff,1994-06-06,2000-06-05
14191,Jiann,Luby,Engineer,1987-01-16,1993-01-15
14197,Adin,Chachaty,Senior Staff,1993-01-20,2000-12-24
14217,Nimmagadda,Calkin,Staff,1993-04-02,2002-04-02
14224,Guther,Conta,Staff,1986-01-30,1986-10-23
14232,Masali,Bojadziev,Engineer,1994-09-10,1999-09-10
14233,Zijian,Blokdijk,Staff,1995-12-17,2000-12-16
14237,Abdulla,Gerlach,Engineer,1986-06-13,1994-06-13
14241,Zhonghui,Ranze,Staff,1990-11-28,1999-11-28
14242,Sudhanshu,Benaini,Staff,1985-06-27,1992-06-27
14244,Mahmut,Mullainathan,Engineer,1990-10-06,1996-10-05
14245,Boalin,Byoun,Engineer,1996-04-08,2002-04-08
14248,Mark,Alblas,Engineer,1989-05-24,1994-05-24
14253,Mart,Mattern,Staff,1989-06-08,1995-06-08
14254,Chikara,Narahara,Engineer,1994-09-23,1996-11-14
14256,Gino,Ferriere,Assistant Engineer,1994-05-31,1995-05-31
14259,Aleksandar,Kisuki,Engineer,1996-05-30,2001-05-30
14275,Tristan,Aseltine,Senior Staff,1999-06-30,2000-11-17
14279,Nevin,Schaaf,Senior Engineer,1989-03-22,1997-09-23
14281,Hidekazu,Stavenow,Engineer,1993-03-18,1998-03-18
14285,Deborah,Peck,Staff,1990-06-28,1998-06-28
14287,Masali,Highland,Senior Staff,1998-06-04,1999-11-10
14289,Paraskevi,Gist,Assistant Engineer,1999-03-16,2001-05-09
14292,Susanna,Vigier,Staff,1988-02-19,1997-02-18
14293,Qunsheng,Middleton,Senior Staff,1985-05-09,1990-09-12
14298,Chriss,Granlund,Engineer,1996-01-07,2001-01-06
14320,Sreenivas,Schaar,Engineer,1986-06-30,1992-06-29
14321,Shugo,Falby,Staff,1995-06-03,2000-06-02
14327,Jianwen,Leaver,Engineer,1991-12-28,1999-12-28
14331,Susumu,Plessier,Engineer,1995-10-04,2000-10-03
14332,Wilmer,Nitto,Engineer,1992-09-17,2000-09-17
14340,Vitaly,Wixon,Engineer,1986-12-19,1995-12-19
14342,Hairong,Iacovou,Engineer,1990-07-19,1995-07-19
14345,Barry,Ramsey,Engineer,1985-04-06,1990-07-15
14354,Mong,Bojadziev,Staff,1985-08-28,1990-08-28
14359,Henk,Leslie,Senior Staff,1998-05-25,1999-09-25
14369,Hiroyasu,Cardazo,Engineer,1989-12-04,1995-12-04
14370,Heon,Perl,Staff,1995-03-01,2002-03-01
14380,Shigeu,Heemskerk,Senior Staff,1994-01-29,1997-01-20
14385,Chanjung,Vendrig,Assistant Engineer,1990-11-10,1999-11-10
14388,Arch,Remmers,Staff,1989-01-07,1996-01-08
14394,Kinh,Zaumen,Staff,1991-10-30,2000-10-29
14395,Berni,Brizzi,Engineer,1995-12-01,2000-12-09
14422,Toshimo,Gadepally,Engineer,1985-10-20,1990-10-20
14436,Aloke,Gubsky,Assistant Engineer,1993-07-13,2001-07-13
14439,Raimond,Woycyznski,Engineer,1986-11-01,1994-11-01
14441,Divine,Manders,Engineer,1987-03-09,1990-05-25
14446,Francoise,Rosen,Senior Engineer,2000-01-08,2000-09-01
14455,Kwangyoen,Sabnani,Staff,1990-12-31,1996-12-30
14456,Feiyu,Rehfuss,Engineer,1989-11-20,1995-11-20
14457,Erez,Wynblatt,Engineer,1995-06-15,2000-06-14
14460,Yagil,Lueh,Engineer,1988-01-23,1995-01-23
14481,Moti,Lammel,Engineer,1987-08-25,1993-08-24
14486,Indrajit,Birdsall,Engineer,1994-08-12,1999-08-12
14491,Baoqiu,Picht,Engineer,1997-08-27,1997-12-28
14498,Xiong,Selenyi,Staff,1988-10-17,1994-10-17
14502,Abdulla,Simkin,Engineer,1992-05-10,2000-05-10
14509,Danil,Aloia,Staff,1995-12-17,2001-12-16
14514,Fay,Denny,Senior Engineer,1988-08-17,1997-03-14
14515,Kazuhisa,Versino,Engineer,1991-02-19,1996-02-19
14533,Kensei,Borovoy,Senior Engineer,1998-04-18,1999-11-24
14534,Heeju,Vecchi,Assistant Engineer,1991-01-16,1998-01-16
14537,Babette,Engelmann,Engineer,1989-03-17,1994-03-17
14539,Ashish,Danlos,Engineer,1998-12-17,1998-12-17
14544,Licheng,Janetzko,Staff,1990-04-04,1997-04-03
14548,Raimond,Ernst,Staff,1994-06-06,2001-06-06
14552,Ibibia,Snyers,Engineer,1994-06-13,1999-06-13
14556,Fatemeh,Zultner,Assistant Engineer,1986-12-26,1994-12-26
14560,Elrique,Driscoll,Engineer,1985-05-21,1993-05-21
14574,Yolla,Kaiserswerth,Engineer,1995-11-04,2000-11-03
14581,Gao,Condotta,Engineer,1988-06-28,1996-06-28
14595,Margareta,Demian,Staff,1993-08-20,2001-08-20
14603,Lech,Marquardt,Engineer,1986-01-19,1993-01-19
14610,Lijia,Merle,Staff,1989-11-10,1994-11-10
14620,Jianhua,Erev,Engineer,1988-08-04,1993-08-04
14621,Souichi,Wixon,Staff,1987-01-20,1992-01-20
14622,Jixiang,Lung,Engineer,1993-07-14,2000-07-14
14632,Gudjon,McClurg,Engineer,1994-08-01,2001-08-01
14639,Arvind,Hempstead,Staff,1987-11-08,1994-11-08
14640,Toshimori,Kornatzky,Engineer,1992-05-20,1998-05-20
14641,Marsha,Farrow,Engineer,1989-02-18,1995-02-18
14642,Florian,Kuhnemann,Engineer,1987-06-05,1996-06-04
14645,Laurentiu,Glinert,Engineer,1987-05-01,1995-05-01
14646,Jiafu,dAstous,Engineer,1997-04-11,2002-04-11
14648,IEEE,Lorys,Staff,1986-11-16,1994-11-16
14655,Jingling,Segond,Senior Staff,1995-06-03,2002-04-09
14656,Ziyad,Poupard,Engineer,1993-06-24,1993-12-06
14659,Sashi,Adachi,Engineer,1985-03-16,1990-03-16
14667,Khatoun,Slutz,Engineer,1992-11-29,2000-11-29
14668,Weicheng,Covnot,Engineer,1992-08-10,1997-08-10
14676,Bikash,Zedlitz,Staff,1991-06-12,1996-06-11
14683,Alois,Basart,Engineer,1986-12-02,1994-12-02
14690,Yechezkel,Bellone,Engineer,1986-02-25,1994-02-25
14692,Annemarie,Lamba,Engineer,1990-08-01,1996-07-31
14693,Brewster,Stranks,Staff,1986-05-05,1992-05-04
14700,Ghassan,Taneja,Senior Staff,1992-02-28,1998-08-31
14703,Boutros,Gonthier,Assistant Engineer,1994-08-19,2000-08-18
14713,Terresa,Ballarin,Technique Leader,1987-10-11,1999-06-02
14716,Cullen,Kusakabe,Engineer,1992-08-26,1999-08-27
14717,Willard,Marsiglia,Staff,1997-03-12,2002-03-12
14722,Sachin,Jakobus,Staff,1991-07-06,1999-05-04
14723,Constantino,Assaf,Staff,1993-06-01,2002-06-01
14724,Aron,Lemarechal,Staff,1986-09-10,1993-09-10
14725,Vatsa,Waterhouse,Senior Engineer,1997-09-14,2002-02-18
14732,Heejo,Ohori,Senior Engineer,1998-03-25,2001-02-25
14741,Dinkar,Menyhert,Engineer,1993-02-28,1998-02-28
14746,Uri,Baalen,Engineer,1995-07-28,2002-07-28
14751,Kazunori,Shackel,Senior Engineer,1990-03-24,1998-05-12
14753,Fuqing,Colorni,Staff,1997-12-04,1998-06-26
14756,Mohua,Plesums,Engineer,1992-12-10,2000-12-10
